38.936191,-77.099369
38.916292,-76.996029
38.915347,-77.052567
38.911641,-77.011572
38.888907,-76.982467
38.901465,-76.973541
38.894518,-77.045639
38.89244843,-76.9748821
38.88949172,-76.97969089
38.89015742,-76.97491765
38.89688351,-76.97631404
38.89627237,-76.9818531
38.89534741,-76.97890022
38.89053827,-76.97712907
38.89094286,-76.97575325
38.89194902,-76.97493908
38.89123579,-76.9798062
38.89727019,-76.98187326
38.89661187,-76.97270318
38.89249027,-76.98164787
38.89619742,-76.97393217
38.89284019,-76.98199035
38.89751519,-76.97918958
38.88966608,-76.98096193
38.88949189,-76.97568493
38.89545392,-76.97475487
38.89018745,-76.97535788
38.89394061,-76.97940964
38.89585337,-76.97469175
38.89461469,-76.97773465
38.8907544,-76.97497582
